addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,geometry,index_right,BASE_DATE,ADM_CD,ADM_NM
경기도 가평군 경춘로 980,,31,,음식,음식점,한식,2902559,39,20221109095036,http://tong.visitkorea.or.kr/cms/resource/41/2902341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2902341_image3_1.jpg,Type3,127.4307412,37.74898569,6.0,20240701144548,1.0,,원조장작불곰탕,12450,POINT (127.4307412 37.74898569),3224,20240630,31570320,청평면
경기도 가평군 고재길 86-297 성희네식당,,31,,음식,음식점,한식,2853105,39,20220914111854,http://tong.visitkorea.or.kr/cms/resource/03/2853103_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2853103_image3_1.jpg,Type3,127.5028247,37.7088889,6.0,20240205105107,1.0,,성희네집,12456,POINT (127.5028247 37.7088889),3224,20240630,31570320,청평면
경기도 가평군 당목가일길 574,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2912344,28,20221118132115,http://tong.visitkorea.or.kr/cms/resource/35/2912335_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2912335_image3_1.jpg,Type3,127.5719664,37.87469589,6.0,20240710105327,1.0,,몽리치,12410,POINT (127.5719664 37.87469589),2531,20240630,31570110,가평읍
경기도 가평군 멱골로 205-10,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2909693,28,20221116105724,http://tong.visitkorea.or.kr/cms/resource/71/2909671_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/71/2909671_image3_1.JPG,Type3,127.573093,37.90856697,6.0,20241219154604,1.0,,또바기 스파 글램핑&펜션,12403,POINT (127.573093 37.90856697),3226,20240630,31570350,북면
경기도 가평군 명지산로 137-49,,31,,음식,음식점,카페/전통찻집,2851776,39,20220908095320,http://tong.visitkorea.or.kr/cms/resource/67/2851767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2851767_image3_1.jpg,Type3,127.3607519,37.88692113,6.0,20240130171604,1.0,,그라운드휴,12431,POINT (127.3607519 37.88692113),3227,20240630,31570360,조종면
경기도 가평군 명지산로 475,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2909761,28,20221116111622,http://tong.visitkorea.or.kr/cms/resource/53/2909753_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/2909753_image3_1.JPG,Type3,127.3813688,37.91097704,6.0,20250113133027,1.0,,물의나라 캠핑장,12431,POINT (127.3813688 37.91097704),3227,20240630,31570360,조종면
경기도 가평군 물안산길 42-143,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2909801,28,20221116132920,http://tong.visitkorea.or.kr/cms/resource/95/2909795_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/95/2909795_image3_1.JPG,Type3,127.5140917,37.85526931,6.0,20240620102213,1.0,,읍내리75-1캠핑장,12411,POINT (127.5140917 37.85526931),2531,20240630,31570110,가평읍
경기도 가평군 물안산길 83,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2909788,28,20221116132046,http://tong.visitkorea.or.kr/cms/resource/83/2909783_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/83/2909783_image3_1.JPG,Type3,127.5248545,37.85786365,6.0,20240627134546,1.0,,브룩스펜션,12409,POINT (127.5248545 37.85786365),2531,20240630,31570110,가평읍
경기도 가평군 미사리로 267-293,,31,,음식,음식점,서양식,2845849,39,20220830115620,http://tong.visitkorea.or.kr/cms/resource/28/2845828_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/28/2845828_image3_1.JPG,Type3,127.5217931,37.6865474,6.0,20240228170330,1.0,,해븐지버거,12461,POINT (127.5217931 37.6865474),2532,20240630,31570310,설악면
경기도 가평군 북면,,31,0.0,자연,자연관광지,산,125462,12,20030331090000,http://tong.visitkorea.or.kr/cms/resource/24/1900124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1900124_image3_1.jpg,Type3,127.5683098,37.92023219,6.0,20250315120932,1.0,,가덕산,"477-840,1",POINT (127.5683098 37.92023219),3226,20240630,31570350,북면
경기도 가평군 북면,북면,31,0.0,자연,자연관광지,산,127645,12,20030623090000,http://tong.visitkorea.or.kr/cms/resource/80/1900180_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1900180_image3_1.jpg,Type3,127.4648835,38.00318728,6.0,20240926192833,1.0,,석룡산,12400,POINT (127.4648835 38.00318728),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 1725,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2743798,28,20210913224622,http://tong.visitkorea.or.kr/cms/resource/22/2743922_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2743922_image2_1.jpg,Type3,127.4935058,37.91061248,6.0,20240717221314,1.0,,무지개서는마을,12401,POINT (127.4935058 37.91061248),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 2089-42,,31,0.0,인문(문화/예술/역사),문화시설,전시관,1200255,14,20110210021158,,,,127.4877028,37.93602608,6.0,20241202135309,1.0,,명지산생태전시관,12401,POINT (127.4877028 37.93602608),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 2372-42,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2726664,28,20210722200050,http://tong.visitkorea.or.kr/cms/resource/24/2726824_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2726824_image3_1.jpg,Type3,127.4781615,37.95450708,6.0,20241218104435,1.0,,라무키즈글램핑,12401,POINT (127.4781615 37.95450708),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 2389-38,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2738753,28,20210901222535,http://tong.visitkorea.or.kr/cms/resource/48/2739048_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/2739048_image2_1.JPG,Type3,127.4758478,37.95287945,6.0,20240805000001,1.0,,계곡풍경캠핑장,12401,POINT (127.4758478 37.95287945),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 2411-32,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2731125,28,20210805000809,http://tong.visitkorea.or.kr/cms/resource/90/2731190_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/2731190_image2_1.JPG,Type3,127.4740396,37.954557,6.0,20240801100452,1.0,,용소캠핑장,12401,POINT (127.4740396 37.954557),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 2575-22,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2798120,28,20211215190206,http://tong.visitkorea.or.kr/cms/resource/24/2800124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2800124_image3_1.jpg,Type3,127.463793,37.96469174,6.0,20241223161117,1.0,,백자동캠핑장,12401,POINT (127.463793 37.96469174),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 2670-71,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2740050,28,20210906193014,http://tong.visitkorea.or.kr/cms/resource/52/2740152_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/52/2740152_image2_1.JPG,Type3,127.455263,37.9720074,6.0,20240806111335,1.0,,브라보캠핑장,12400,POINT (127.455263 37.9720074),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 2697-125,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2740077,28,20210906200528,http://tong.visitkorea.or.kr/cms/resource/74/2740274_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/74/2740274_image2_1.JPG,Type3,127.452255,37.96990481,6.0,20240821095216,1.0,,자우림캠핑장,12400,POINT (127.452255 37.96990481),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 2745-70,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2732992,28,20210811191313,http://tong.visitkorea.or.kr/cms/resource/06/2733006_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/06/2733006_image3_1.JPG,Type3,127.4477664,37.97458196,6.0,20250103112602,1.0,,또올래캠프,12400,POINT (127.4477664 37.97458196),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 2932-23,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2726672,28,20210722202247,http://tong.visitkorea.or.kr/cms/resource/16/2727016_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2727016_image2_1.jpg,Type3,127.447644,37.98143394,6.0,20240806110747,1.0,,명지산오토캠핑장,12400,POINT (127.447644 37.98143394),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 777,,31,,음식,음식점,한식,1210331,39,20110222003528,,,,127.5296896,37.87659489,6.0,20250315121021,1.0,031-582-9462,명지쉼터가든,12407,POINT (127.5296896 37.87659489),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 988,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2747467,28,20210923183456,http://tong.visitkorea.or.kr/cms/resource/82/2747982_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/2747982_image2_1.JPG,Type3,127.5486571,37.88376941,6.0,20241219173610,1.0,,가평사계절캠핑장,12403,POINT (127.5486571 37.88376941),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 988-50,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",3083255,28,20231006170252,http://tong.visitkorea.or.kr/cms/resource/48/3083248_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3083248_image3_1.jpg,Type3,127.5504959,37.88184466,6.0,20240118114352,1.0,,숲속의정원글램핑,12403,POINT (127.5504959 37.88184466),3226,20240630,31570350,북면
경기도 가평군 북면 가화로 988-50,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2739402,28,20210902221930,http://tong.visitkorea.or.kr/cms/resource/07/2739507_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/2739507_image2_1.JPG,Type3,127.550632,37.88196687,6.0,20240722164726,1.0,,숲속의정원캠핑장,12403,POINT (127.550632 37.88196687),3226,20240630,31570350,북면
경기도 가평군 북면 꽃넘이길 23-17,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2743805,28,20210913225416,http://tong.visitkorea.or.kr/cms/resource/32/2743932_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/32/2743932_image2_1.JPG,Type3,127.528903,37.89457889,6.0,20240805094934,1.0,,별다리캠핑,12405,POINT (127.528903 37.89457889),3226,20240630,31570350,북면
경기도 가평군 북면 꽃넘이길 43,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2755615,28,20211012225905,http://tong.visitkorea.or.kr/cms/resource/11/2762811_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2762811_image2_1.jpg,Type3,127.5269198,37.89617589,6.0,20250108100804,1.0,,오하브,12405,POINT (127.5269198 37.89617589),3226,20240630,31570350,북면
경기도 가평군 북면 꽃넘이길 55,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2737965,28,20210831193437,http://tong.visitkorea.or.kr/cms/resource/04/2738204_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2738204_image3_1.jpg,Type3,127.5259005,37.89678691,6.0,20241226143238,1.0,,티앤글램핑,12405,POINT (127.5259005 37.89678691),3226,20240630,31570350,북면
경기도 가평군 북면 논남기길 19-36,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2726668,28,20210722201041,http://tong.visitkorea.or.kr/cms/resource/30/2726830_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2726830_image3_1.jpg,Type3,127.4604627,37.96676922,6.0,20241223131237,1.0,,명돈골캠핑장,12401,POINT (127.4604627 37.96676922),3226,20240630,31570350,북면
경기도 가평군 북면 논남기길 402-19,,31,0.0,인문(문화/예술/역사),역사관광지,문,1201163,12,20110210230729,http://tong.visitkorea.or.kr/cms/resource/28/3386028_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/28/3386028_image3_1.JPG,Type3,127.4214079,37.96897657,6.0,20250318190822,1.0,,강영천효자문,12400,POINT (127.4214079 37.96897657),3226,20240630,31570350,북면
경기도 가평군 북면 논남기길 520,,31,0.0,자연,자연관광지,자연휴양림,2774103,12,20211112215922,http://tong.visitkorea.or.kr/cms/resource/28/2774128_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2774128_image3_1.jpg,Type3,127.4083868,37.97000677,6.0,20250317204601,1.0,,강씨봉 자연휴양림,12400,POINT (127.4083868 37.97000677),3226,20240630,31570350,북면
경기도 가평군 북면 도대리,,31,0.0,자연,자연관광지,산,125472,12,20030331090000,,,,127.5124067,37.91689543,6.0,20241113153451,1.0,,수덕산,"477-841,3",POINT (127.5124067 37.91689543),3226,20240630,31570350,북면
경기도 가평군 북면 도대리,,31,,자연,자연관광지,호수,3083171,12,20231006145553,http://tong.visitkorea.or.kr/cms/resource/67/3083167_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/3083167_image3_1.jpg,Type3,127.4921777,37.92676335,6.0,20240119113503,1.0,,호수유원지,12401,POINT (127.4921777 37.92676335),3226,20240630,31570350,북면
경기도 가평군 북면 도대리 일원,,31,,레포츠,육상 레포츠,트래킹,790337,28,20090901184931,http://tong.visitkorea.or.kr/cms/resource/32/3077032_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3077032_image3_1.jpg,Type3,127.4964583,37.90980985,6.0,20240704143256,1.0,,명지산 트레킹,12401,POINT (127.4964583 37.90980985),3226,20240630,31570350,북면
경기도 가평군 북면 멱골로 202-101,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2744500,28,20210914230748,http://tong.visitkorea.or.kr/cms/resource/30/2745630_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/2745630_image3_1.JPG,Type3,127.5707434,37.90408689,6.0,20250113135152,1.0,,열두달캠핑장,12403,POINT (127.5707434 37.90408689),3226,20240630,31570350,북면
경기도 가평군 북면 목동리,691-1,31,0.0,인문(문화/예술/역사),건축/조형물,기념탑/기념비/전망대,1104215,12,20101006185100,,,,127.5601196,37.8960543,6.0,20240823154103,1.0,,뉴질랜드전투기념비,12403,POINT (127.5601196 37.8960543),3226,20240630,31570350,북면
경기도 가평군 북면 목동리,691-1,31,0.0,인문(문화/예술/역사),건축/조형물,기념탑/기념비/전망대,1284213,12,20110523211536,,,,127.5600668,37.89603486,6.0,20240823150143,1.0,,호주전투기념비,12403,POINT (127.5600668 37.89603486),3226,20240630,31570350,북면
경기도 가평군 북면 백둔로 21-123,,31,0.0,인문(문화/예술/역사),역사관광지,사찰,1200932,12,20110210204125,,,,127.5026388,37.89433399,6.0,20240823153216,1.0,,대원사(가평),12405,POINT (127.5026388 37.89433399),3226,20240630,31570350,북면
경기도 가평군 북면 백둔로 246,(북면),31,,레포츠,육상 레포츠,수련시설,131438,28,20020722090000,,,,127.4796934,37.90255761,6.0,20240906150230,1.0,031-582-9788,유스토리 청소년수련원,12406,POINT (127.4796934 37.90255761),3226,20240630,31570350,북면
경기도 가평군 북면 백둔로 322,,31,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,1060264,14,20100715224914,http://tong.visitkorea.or.kr/cms/resource/83/1591283_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1591283_image3_1.jpg,Type3,127.4722274,37.90449891,6.0,20240826145450,1.0,,남송미술관,12406,POINT (127.4722274 37.90449891),3226,20240630,31570350,북면
경기도 가평군 북면 백둔로 417-11,,31,0.0,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,129285,12,20061031090000,http://tong.visitkorea.or.kr/cms/resource/76/532876_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/532876_image3_1.jpg,Type3,127.4623783,37.90144075,6.0,20250315120951,1.0,,가평 연인산마을,12406,POINT (127.4623783 37.90144075),3226,20240630,31570350,북면
경기도 가평군 북면 백둔로 441,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2734125,28,20210817233246,http://tong.visitkorea.or.kr/cms/resource/99/2797299_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2797299_image2_1.jpg,Type3,127.4602952,37.90162958,6.0,20250114153745,1.0,,연인산다목적캠핑장,12406,POINT (127.4602952 37.90162958),3226,20240630,31570350,북면
경기도 가평군 북면 백둔로342번길 115-33,,31,0.0,자연,자연관광지,자연생태관광지,128631,12,20051101090000,http://tong.visitkorea.or.kr/cms/resource/23/3357523_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3357523_image3_1.jpg,Type3,127.4741797,37.91292297,6.0,20250315133748,1.0,,자연과별천문대,12406,POINT (127.4741797 37.91292297),3226,20240630,31570350,북면
경기도 가평군 북면 백둔로650번길,,31,0.0,자연,자연관광지,군립공원,127806,12,20060608090000,http://tong.visitkorea.or.kr/cms/resource/21/3077021_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3077021_image3_1.jpg,Type3,127.448718,37.91870516,6.0,20240513154135,1.0,,명지산군립공원,12406,POINT (127.448718 37.91870516),3226,20240630,31570350,북면
경기도 가평군 북면 보안벚꽃길 54,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2740075,28,20210906200500,http://tong.visitkorea.or.kr/cms/resource/69/2740169_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/2740169_image2_1.JPG,Type3,127.5505206,37.89292115,6.0,20240807172132,1.0,,플로렌스 글램핑,12403,POINT (127.5505206 37.89292115),3226,20240630,31570350,북면
경기도 가평군 북면 석장모루길 13,,31,0.0,인문(문화/예술/역사),문화시설,박물관,130915,14,20070710090000,http://tong.visitkorea.or.kr/cms/resource/50/1090950_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1090950_image3_1.jpg,Type3,127.5480323,37.87921437,6.0,20250110150554,1.0,,가평현암 농경박물관,12407,POINT (127.5480323 37.87921437),3226,20240630,31570350,북면
경기도 가평군 북면 소법리,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",3083180,28,20231006150107,http://tong.visitkorea.or.kr/cms/resource/72/3083172_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3083172_image3_1.jpg,Type3,127.5604223,37.89888453,6.0,20240119113551,1.0,,뉴프라도캠핑장,12404,POINT (127.5604223 37.89888453),3226,20240630,31570350,북면
경기도 가평군 북면 싸리재길 66-4,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2738752,28,20210901222615,http://tong.visitkorea.or.kr/cms/resource/33/2738833_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/33/2738833_image2_1.JPG,Type3,127.5741294,37.89773214,6.0,20241227103356,1.0,,캠핑포유캠핑장,12403,POINT (127.5741294 37.89773214),3226,20240630,31570350,북면
